F,NT,Feat_Freq,Accuracy,Train_Time,Classif_Time
7,25,"{'gender': 0.0, 'age': 0.495, 'hypertension': 0.083, 'heart_disease': 0.016, 'ever_married': 0.026, 'work_type': 0.021, 'Residence_type': 0.005, 'avg_glucose_level': 0.182, 'bmi': 0.109, 'smoking_status': 0.062}",94.521,0:13:20.560691,0:00:19.771566
,25,"{'gender': 0.007, 'age': 0.41, 'hypertension': 0.076, 'heart_disease': 0.049, 'ever_married': 0.028, 'work_type': 0.021, 'Residence_type': 0.007, 'avg_glucose_level': 0.181, 'bmi': 0.146, 'smoking_status': 0.076}",94.521,0:09:33.252355,0:00:15.538881
2,50,"{'gender': 0.035, 'age': 0.308, 'hypertension': 0.091, 'heart_disease': 0.025, 'ever_married': 0.02, 'work_type': 0.056, 'Residence_type': 0.035, 'avg_glucose_level': 0.121, 'bmi': 0.212, 'smoking_status': 0.096}",94.521,0:04:29.156201,0:00:23.540664
5,50,"{'gender': 0.013, 'age': 0.377, 'hypertension': 0.09, 'heart_disease': 0.04, 'ever_married': 0.037, 'work_type': 0.053, 'Residence_type': 0.007, 'avg_glucose_level': 0.17, 'bmi': 0.15, 'smoking_status': 0.063}",94.521,0:18:35.595674,0:00:33.484035
7,50,"{'gender': 0.0, 'age': 0.455, 'hypertension': 0.085, 'heart_disease': 0.033, 'ever_married': 0.03, 'work_type': 0.028, 'Residence_type': 0.0, 'avg_glucose_level': 0.176, 'bmi': 0.121, 'smoking_status': 0.072}",94.521,0:27:16.111323,0:00:37.439836
,50,"{'gender': 0.007, 'age': 0.444, 'hypertension': 0.099, 'heart_disease': 0.016, 'ever_married': 0.016, 'work_type': 0.03, 'Residence_type': 0.013, 'avg_glucose_level': 0.197, 'bmi': 0.095, 'smoking_status': 0.082}",94.521,0:17:40.994893,0:00:38.508354
2,75,"{'gender': 0.044, 'age': 0.307, 'hypertension': 0.051, 'heart_disease': 0.033, 'ever_married': 0.036, 'work_type': 0.113, 'Residence_type': 0.033, 'avg_glucose_level': 0.168, 'bmi': 0.128, 'smoking_status': 0.088}",94.521,0:07:26.403310,0:00:34.501340
5,75,"{'gender': 0.008, 'age': 0.302, 'hypertension': 0.083, 'heart_disease': 0.043, 'ever_married': 0.055, 'work_type': 0.081, 'Residence_type': 0.008, 'avg_glucose_level': 0.258, 'bmi': 0.116, 'smoking_status': 0.047}",94.521,0:28:44.242380,0:00:50.670374
7,75,"{'gender': 0.0, 'age': 0.403, 'hypertension': 0.105, 'heart_disease': 0.04, 'ever_married': 0.042, 'work_type': 0.044, 'Residence_type': 0.002, 'avg_glucose_level': 0.207, 'bmi': 0.098, 'smoking_status': 0.059}",94.521,0:38:03.168616,0:00:52.744820
,75,"{'gender': 0.011, 'age': 0.444, 'hypertension': 0.1, 'heart_disease': 0.029, 'ever_married': 0.023, 'work_type': 0.052, 'Residence_type': 0.009, 'avg_glucose_level': 0.184, 'bmi': 0.075, 'smoking_status': 0.073}",94.521,0:24:03.518123,0:00:46.255818
2,100,"{'gender': 0.031, 'age': 0.296, 'hypertension': 0.055, 'heart_disease': 0.055, 'ever_married': 0.042, 'work_type': 0.099, 'Residence_type': 0.018, 'avg_glucose_level': 0.125, 'bmi': 0.223, 'smoking_status': 0.057}",94.521,0:09:10.558886,0:00:44.589719
5,100,"{'gender': 0.01, 'age': 0.387, 'hypertension': 0.089, 'heart_disease': 0.046, 'ever_married': 0.033, 'work_type': 0.054, 'Residence_type': 0.003, 'avg_glucose_level': 0.189, 'bmi': 0.127, 'smoking_status': 0.061}",94.521,0:29:38.883159,0:01:05.909702
7,100,"{'gender': 0.001, 'age': 0.447, 'hypertension': 0.102, 'heart_disease': 0.037, 'ever_married': 0.029, 'work_type': 0.037, 'Residence_type': 0.001, 'avg_glucose_level': 0.18, 'bmi': 0.119, 'smoking_status': 0.046}",94.521,0:53:06.578912,0:01:25.275708
,100,"{'gender': 0.01, 'age': 0.434, 'hypertension': 0.082, 'heart_disease': 0.035, 'ever_married': 0.025, 'work_type': 0.035, 'Residence_type': 0.007, 'avg_glucose_level': 0.151, 'bmi': 0.139, 'smoking_status': 0.082}",94.521,0:39:10.332673,0:01:09.406724
